airline,source_city,departure_time,stops,arrival_time,destination_city,class,price,days_left,duration_hours,duration_minutes
0,0,0,1,0,5,0,4979,47,11,42
0,0,0,1,0,5,0,4979,48,11,42
0,0,0,1,0,5,0,4979,49,11,42
0,1,0,1,0,1,0,13556,1,11,42
0,1,0,1,0,1,0,12138,2,11,42
0,1,0,1,0,1,0,12243,3,11,42
0,1,0,1,0,1,0,12138,4,11,42
0,1,0,1,0,1,0,12138,5,11,42
0,1,0,1,0,1,0,12138,6,11,42
0,1,0,1,0,1,0,12716,7,11,42
0,1,0,1,0,1,0,12138,8,11,42
0,1,0,1,0,1,0,12243,9,11,42
0,1,0,1,0,1,0,12138,10,11,42
0,1,0,1,0,1,0,12138,11,11,42
0,1,0,1,0,1,0,12138,12,11,42
0,1,0,1,0,1,0,12138,13,11,42
0,1,0,1,0,1,0,12138,14,11,42
0,1,0,1,0,1,0,6122,15,11,42
0,1,0,1,0,1,0,6122,16,11,42
0,1,0,1,0,1,0,6122,17,11,42
0,1,0,1,0,1,0,6122,18,11,42
0,1,0,1,0,1,0,6122,19,11,42
0,1,0,1,0,1,0,6122,20,11,42
0,1,0,1,0,1,0,6122,21,11,42
0,1,0,1,0,1,0,6122,22,11,42
0,1,0,1,0,1,0,6437,23,11,42
0,1,0,1,0,1,0,6122,24,11,42
0,1,0,1,0,1,0,6122,25,11,42
0,1,0,1,0,1,0,6122,26,11,42
0,1,0,1,0,1,0,6122,27,11,42
0,1,0,1,0,1,0,6122,28,11,42
0,1,0,1,0,1,0,6122,29,11,42
0,1,0,1,0,1,0,6122,30,11,42
0,1,0,1,0,1,0,6122,31,11,42
0,1,0,1,0,1,0,6122,32,11,42
0,1,0,1,0,1,0,6122,33,11,42
0,1,0,1,0,1,0,6122,34,11,42
0,1,0,1,0,1,0,6122,35,11,42
0,1,0,1,0,1,0,6122,36,11,42
0,1,0,1,0,1,0,6122,37,11,42
0,1,0,1,0,1,0,6122,38,11,42
0,1,0,1,0,1,0,6122,39,11,42
0,1,0,1,0,1,0,6122,40,11,42
0,1,0,1,0,1,0,6122,41,11,42
0,1,0,1,0,1,0,6122,42,11,42
0,1,0,1,0,1,0,6122,43,11,42
0,1,0,1,0,1,0,6122,44,11,42
0,1,0,1,0,2,0,11129,6,11,42
0,1,0,1,0,2,0,11129,10,11,42
0,1,0,1,0,2,0,11129,11,11,42
0,1,0,1,0,2,0,6450,23,11,42
0,1,0,1,0,2,0,6450,24,11,42
0,1,0,1,0,2,0,6450,45,11,42
0,2,0,1,0,4,0,18514,1,11,42
0,2,0,1,0,4,0,14262,2,11,42
0,2,0,1,0,4,0,20614,2,11,42
0,2,0,1,0,4,0,12267,3,11,42
0,2,0,1,0,4,0,19039,3,11,42
0,2,0,1,0,4,0,11383,4,11,42
0,2,0,1,0,4,0,13212,4,11,42
0,2,0,1,0,4,0,7813,5,11,42
0,2,0,1,0,4,0,11205,5,11,42
0,2,0,1,0,4,0,7948,6,11,42
0,2,0,1,0,4,0,11205,6,11,42
0,2,0,1,0,4,0,8260,7,11,42
0,2,0,1,0,4,0,11205,7,11,42
0,2,0,1,0,4,0,7948,8,11,42
0,2,0,1,0,4,0,11205,8,11,42
0,2,0,1,0,4,0,11205,9,11,42
0,2,0,1,0,4,0,12267,9,11,42
0,2,0,1,0,4,0,8662,10,11,42
0,2,0,1,0,4,0,12544,10,11,42
0,2,0,1,0,4,0,7813,11,11,42
0,2,0,1,0,4,0,11205,11,11,42
0,2,0,1,0,4,0,7813,12,11,42
0,2,0,1,0,4,0,11383,12,11,42
0,2,0,1,0,4,0,7813,13,11,42
0,2,0,1,0,4,0,11205,13,11,42
0,2,0,1,0,4,0,8260,14,11,42
0,2,0,1,0,4,0,11205,14,11,42
0,2,0,1,0,4,0,8260,15,11,42
0,2,0,1,0,4,0,11383,15,11,42
0,2,0,1,0,4,0,5637,16,11,42
0,2,0,1,0,4,0,6133,16,11,42
0,2,0,1,0,4,0,5322,17,11,42
0,2,0,1,0,4,0,6577,17,11,42
0,2,0,1,0,4,0,5322,18,11,42
0,2,0,1,0,4,0,6133,18,11,42
0,2,0,1,0,4,0,5322,19,11,42
0,2,0,1,0,4,0,6133,19,11,42
0,2,0,1,0,4,0,5322,20,11,42
0,2,0,1,0,4,0,6133,20,11,42
0,2,0,1,0,4,0,5322,21,11,42
0,2,0,1,0,4,0,6133,21,11,42
0,2,0,1,0,4,0,5322,22,11,42
0,2,0,1,0,4,0,6133,22,11,42
0,2,0,1,0,4,0,5322,23,11,42
0,2,0,1,0,4,0,6448,23,11,42
0,2,0,1,0,4,0,5322,24,11,42
0,2,0,1,0,4,0,6448,24,11,42
0,2,0,1,0,4,0,5322,25,11,42
0,2,0,1,0,4,0,6133,25,11,42
0,2,0,1,0,4,0,5322,26,11,42
0,2,0,1,0,4,0,6133,26,11,42
0,2,0,1,0,4,0,5322,27,11,42
0,2,0,1,0,4,0,6133,27,11,42
0,2,0,1,0,4,0,5322,28,11,42
0,2,0,1,0,4,0,6133,28,11,42
0,2,0,1,0,4,0,5322,29,11,42
0,2,0,1,0,4,0,6133,29,11,42
0,2,0,1,0,4,0,5322,30,11,42
0,2,0,1,0,4,0,6997,30,11,42
0,2,0,1,0,4,0,5322,31,11,42
0,2,0,1,0,4,0,6892,31,11,42
0,2,0,1,0,4,0,5322,32,11,42
0,2,0,1,0,4,0,6133,32,11,42
0,2,0,1,0,4,0,5322,33,11,42
0,2,0,1,0,4,0,6133,33,11,42
0,2,0,1,0,4,0,5322,34,11,42
0,2,0,1,0,4,0,6577,34,11,42
0,2,0,1,0,4,0,5322,35,11,42
0,2,0,1,0,4,0,6577,35,11,42
0,2,0,1,0,4,0,5322,36,11,42
0,2,0,1,0,4,0,6133,36,11,42
0,2,0,1,0,4,0,5322,37,11,42
0,2,0,1,0,4,0,6133,37,11,42
0,2,0,1,0,4,0,5322,38,11,42
0,2,0,1,0,4,0,6892,38,11,42
0,2,0,1,0,4,0,5322,39,11,42
0,2,0,1,0,4,0,6133,39,11,42
0,2,0,1,0,4,0,5322,40,11,42
0,2,0,1,0,4,0,6133,40,11,42
0,2,0,1,0,4,0,5322,41,11,42
0,2,0,1,0,4,0,6133,41,11,42
0,2,0,1,0,4,0,5322,42,11,42
0,2,0,1,0,4,0,6133,42,11,42
0,2,0,1,0,4,0,5322,43,11,42
0,2,0,1,0,4,0,6133,43,11,42
0,2,0,1,0,4,0,5322,44,11,42
0,2,0,1,0,4,0,6133,44,11,42
0,2,0,1,0,4,0,5322,45,11,42
0,2,0,1,0,4,0,6892,45,11,42
0,2,0,1,0,4,0,5322,46,11,42
0,2,0,1,0,4,0,6133,46,11,42
0,2,0,1,0,4,0,5322,47,11,42
0,2,0,1,0,4,0,6133,47,11,42
0,2,0,1,0,4,0,5322,48,11,42
0,2,0,1,0,4,0,6133,48,11,42
0,2,0,1,0,4,0,5322,49,11,42
0,2,0,1,0,4,0,6133,49,11,42
0,0,0,1,0,2,0,10680,5,11,17
0,0,0,1,0,2,0,10680,7,11,17
0,0,0,1,0,2,0,10680,8,11,17
0,0,0,1,0,2,0,11415,10,11,17
0,0,0,1,0,2,0,10785,11,11,17
0,0,0,1,0,2,0,10680,12,11,17
0,0,0,1,0,2,0,10680,14,11,17
0,0,0,1,0,2,0,4496,15,11,17
0,0,0,1,0,2,0,4496,16,11,17
0,0,0,1,0,2,0,4496,17,11,17
0,0,0,1,0,2,0,4496,18,11,17
0,0,0,1,0,2,0,4496,19,11,17
0,0,0,1,0,2,0,4496,20,11,17
0,0,0,1,0,2,0,4496,21,11,17
0,0,0,1,0,2,0,4496,22,11,17
0,0,0,1,0,2,0,4496,23,11,17
0,0,0,1,0,2,0,4496,24,11,17
0,0,0,1,0,2,0,4496,25,11,17
0,0,0,1,0,2,0,4496,26,11,17
0,0,0,1,0,2,0,4496,27,11,17
0,0,0,1,0,2,0,4496,28,11,17
0,0,0,1,0,2,0,4496,29,11,17
0,0,0,1,0,2,0,4496,30,11,17
0,0,0,1,0,2,0,4496,31,11,17
0,0,0,1,0,2,0,4496,32,11,17
0,0,0,1,0,2,0,4496,33,11,17
0,0,0,1,0,2,0,4496,34,11,17
0,0,0,1,0,2,0,4496,35,11,17
0,0,0,1,0,2,0,4496,36,11,17
0,0,0,1,0,2,0,4496,37,11,17
0,0,0,1,0,2,0,4496,38,11,17
0,0,0,1,0,2,0,4496,39,11,17
0,0,0,1,0,2,0,4496,40,11,17
0,0,0,1,0,2,0,4496,41,11,17
0,0,0,1,0,2,0,4496,42,11,17
0,0,0,1,0,2,0,4496,43,11,17
0,0,0,1,0,2,0,4496,44,11,17
0,0,0,1,0,2,0,4496,45,11,17
0,0,0,1,0,2,0,4152,46,11,17
0,0,0,1,0,2,0,4496,47,11,17
0,0,0,1,0,2,0,4496,48,11,17
0,0,0,1,0,2,0,4496,49,11,17
0,0,0,1,0,4,0,11310,5,11,83
0,0,0,1,0,4,0,11310,6,11,83
0,0,0,1,0,4,0,11310,7,11,83
0,0,0,1,0,4,0,11310,8,11,83
0,0,0,1,0,4,0,11310,9,11,83
0,0,0,1,0,4,0,11310,10,11,83
0,0,0,1,0,4,0,11310,11,11,83
0,0,0,1,0,4,0,11310,12,11,83
0,0,0,1,0,4,0,11310,13,11,83
0,0,0,1,0,4,0,11310,14,11,83
0,0,0,1,0,4,0,5761,15,11,83
0,0,0,1,0,4,0,5761,16,11,83
0,0,0,1,0,4,0,5761,17,11,83
0,0,0,1,0,4,0,5761,18,11,83
0,0,0,1,0,4,0,5761,19,11,83
0,0,0,1,0,4,0,5761,20,11,83
0,0,0,1,0,4,0,5761,21,11,83
0,0,0,1,0,4,0,5761,22,11,83
0,0,0,1,0,4,0,6076,23,11,83
0,0,0,1,0,4,0,5761,24,11,83
0,0,0,1,0,4,0,5761,25,11,83
0,0,0,1,0,4,0,5761,26,11,83
0,0,0,1,0,4,0,5761,27,11,83
0,0,0,1,0,4,0,5761,28,11,83
0,0,0,1,0,4,0,5761,29,11,83
0,0,0,1,0,4,0,5761,30,11,83
0,0,0,1,0,4,0,6076,31,11,83
0,0,0,1,0,4,0,5761,32,11,83
0,0,0,1,0,4,0,5761,33,11,83
0,0,0,1,0,4,0,5761,34,11,83
0,0,0,1,0,4,0,5761,35,11,83
0,0,0,1,0,4,0,5761,36,11,83
0,0,0,1,0,4,0,5761,37,11,83
0,0,0,1,0,4,0,5761,38,11,83
0,0,0,1,0,4,0,5761,39,11,83
0,0,0,1,0,4,0,5761,40,11,83
0,0,0,1,0,4,0,5761,41,11,83
0,0,0,1,0,4,0,5761,42,11,83
0,0,0,1,0,4,0,5761,43,11,83
0,0,0,1,0,4,0,5761,44,11,83
0,0,0,1,0,4,0,5761,45,11,83
0,0,0,1,0,4,0,5761,46,11,83
0,0,0,1,0,4,0,5761,47,11,83
0,0,0,1,0,4,0,5761,48,11,83
0,0,0,1,0,4,0,5761,49,11,83
0,1,0,1,0,1,0,5232,45,11,92
0,1,0,1,0,1,0,6122,45,11,25
0,1,0,1,0,1,0,5232,46,11,92
0,1,0,1,0,1,0,6221,46,11,25
0,1,0,1,0,1,0,5232,47,11,92
0,1,0,1,0,1,0,6122,47,11,25
0,1,0,1,0,1,0,5232,48,11,92
0,1,0,1,0,1,0,6122,48,11,25
0,1,0,1,0,1,0,5232,49,11,92
0,1,0,1,0,1,0,6122,49,11,25
0,1,0,1,0,2,0,12468,2,11,67
0,1,0,1,0,2,0,12468,4,11,67
0,1,0,1,0,2,0,11843,5,11,67
0,1,0,1,0,2,0,13182,6,11,67
0,1,0,1,0,2,0,12468,7,11,67
0,1,0,1,0,2,0,11843,9,11,67
0,1,0,1,0,2,0,14074,10,11,67
0,1,0,1,0,4,0,15498,1,11,0
0,1,0,1,0,4,0,11664,2,11,0
0,1,0,1,0,4,0,10058,3,11,0
0,1,0,1,0,4,0,9879,4,11,0
0,1,0,1,0,4,0,8988,5,11,83
0,1,0,1,0,4,0,9879,5,11,0
0,1,0,1,0,4,0,8988,6,11,83
0,1,0,1,0,4,0,9879,6,11,0
0,1,0,1,0,4,0,9566,7,11,83
0,1,0,1,0,4,0,9879,7,11,0
0,1,0,1,0,4,0,8988,8,11,83
0,1,0,1,0,4,0,9879,8,11,0
0,1,0,1,0,4,0,9093,9,11,83
0,1,0,1,0,4,0,9879,9,11,0
0,1,0,1,0,4,0,8988,10,11,83
0,1,0,1,0,4,0,8988,11,11,83
0,1,0,1,0,4,0,9879,11,11,0
0,1,0,1,0,4,0,8988,12,11,83
0,1,0,1,0,4,0,10058,12,11,0
0,1,0,1,0,4,0,8988,13,11,83
0,1,0,1,0,4,0,9879,13,11,0
0,1,0,1,0,4,0,8988,14,11,83
0,1,0,1,0,4,0,9879,14,11,0
0,1,0,1,0,4,0,8988,15,11,83
0,1,0,1,0,4,0,10058,15,11,0
0,1,0,1,0,4,0,3334,16,11,83
0,1,0,1,0,4,0,3971,16,11,0
0,1,0,1,0,4,0,3334,17,11,83
0,1,0,1,0,4,0,4414,17,11,0
0,1,0,1,0,4,0,3334,18,11,83
0,1,0,1,0,4,0,3971,18,11,0
0,1,0,1,0,4,0,3334,19,11,83
0,1,0,1,0,4,0,3971,19,11,0
0,1,0,1,0,4,0,3334,20,11,83
0,1,0,1,0,4,0,3971,20,11,0
0,1,0,1,0,4,0,3334,21,11,83
0,1,0,1,0,4,0,3971,21,11,0
0,1,0,1,0,4,0,3334,22,11,83
0,1,0,1,0,4,0,3971,22,11,0
0,1,0,1,0,4,0,3334,23,11,83
0,1,0,1,0,4,0,3971,23,11,0
0,1,0,1,0,4,0,3334,24,11,83
0,1,0,1,0,4,0,3971,24,11,0
0,1,0,1,0,4,0,3334,25,11,83
0,1,0,1,0,4,0,3971,25,11,0
0,1,0,1,0,4,0,3334,26,11,83
0,1,0,1,0,4,0,3971,26,11,0
0,1,0,1,0,4,0,3434,27,11,83
0,1,0,1,0,4,0,4384,27,11,0
0,1,0,1,0,4,0,3334,28,11,83
0,1,0,1,0,4,0,3971,28,11,0
0,1,0,1,0,4,0,3334,29,11,83
0,1,0,1,0,4,0,3971,29,11,0
0,1,0,1,0,4,0,3334,30,11,83
0,1,0,1,0,4,0,3971,30,11,0
0,1,0,1,0,4,0,3334,31,11,83
0,1,0,1,0,4,0,5014,31,11,0
0,1,0,1,0,4,0,3334,32,11,83
0,1,0,1,0,4,0,3971,32,11,0
0,1,0,1,0,4,0,3334,33,11,83
0,1,0,1,0,4,0,3971,33,11,0
0,1,0,1,0,4,0,3334,34,11,83
0,1,0,1,0,4,0,3334,35,11,83
0,1,0,1,0,4,0,4414,35,11,0
0,1,0,1,0,4,0,3334,36,11,83
0,1,0,1,0,4,0,3971,36,11,0
0,1,0,1,0,4,0,3334,37,11,83
0,1,0,1,0,4,0,3971,37,11,0
0,1,0,1,0,4,0,3334,38,11,83
0,1,0,1,0,4,0,5014,38,11,0
0,1,0,1,0,4,0,3334,39,11,83
0,1,0,1,0,4,0,3971,39,11,0
0,1,0,1,0,4,0,3334,40,11,83
0,1,0,1,0,4,0,3971,40,11,0
0,1,0,1,0,4,0,3334,41,11,83
0,1,0,1,0,4,0,3971,41,11,0
0,1,0,1,0,4,0,3334,42,11,83
0,1,0,1,0,4,0,3971,42,11,0
0,1,0,1,0,4,0,3334,43,11,83
0,1,0,1,0,4,0,3971,43,11,0
0,1,0,1,0,4,0,3334,44,11,83
0,1,0,1,0,4,0,3971,44,11,0
0,1,0,1,0,4,0,3334,45,11,83
0,1,0,1,0,4,0,5014,45,11,0
0,1,0,1,0,4,0,3334,46,11,83
0,1,0,1,0,4,0,3971,46,11,0
0,1,0,1,0,4,0,3334,47,11,83
0,1,0,1,0,4,0,3971,47,11,0
0,1,0,1,0,4,0,3334,48,11,83
0,1,0,1,0,4,0,3971,48,11,0
0,1,0,1,0,4,0,3334,49,11,83
0,1,0,1,0,4,0,3971,49,11,0
0,1,0,1,0,5,0,12468,2,11,5
0,1,0,1,0,5,0,16548,3,11,5
0,1,0,1,0,5,0,13182,6,11,5
0,1,0,1,0,5,0,14074,8,11,5
0,1,0,1,0,5,0,11843,9,11,5
0,1,0,1,0,5,0,15603,10,11,5
0,1,0,1,0,5,0,11307,11,11,5
0,1,0,1,0,5,0,11129,12,11,5
0,1,0,1,0,5,0,11129,13,11,5
0,1,0,1,0,5,0,11129,14,11,5
0,1,0,1,0,5,0,13182,15,11,5
0,1,0,1,0,5,0,5768,16,11,5
0,1,0,1,0,5,0,10899,17,11,5
0,1,0,1,0,5,0,10899,18,11,5
0,1,0,1,0,5,0,5768,19,11,5
0,1,0,1,0,5,0,4348,20,11,5
0,1,0,1,0,5,0,4348,21,11,5
0,1,0,1,0,5,0,4348,22,11,5
0,1,0,1,0,5,0,4348,23,11,5
0,1,0,1,0,5,0,5768,24,11,5
0,1,0,1,0,5,0,4348,25,11,5
0,1,0,1,0,5,0,4348,26,11,5
0,1,0,1,0,5,0,4348,27,11,5
0,1,0,1,0,5,0,4348,28,11,5
0,1,0,1,0,5,0,4348,29,11,5
0,1,0,1,0,5,0,4348,30,11,5
0,1,0,1,0,5,0,4348,31,11,5
0,1,0,1,0,5,0,4348,32,11,5
0,1,0,1,0,5,0,4348,33,11,5
0,1,0,1,0,5,0,4348,34,11,5
0,1,0,1,0,5,0,4348,35,11,5
0,1,0,1,0,5,0,4348,36,11,5
0,1,0,1,0,5,0,4348,37,11,5
0,1,0,1,0,5,0,4348,38,11,5
0,1,0,1,0,5,0,5558,39,11,5
0,1,0,1,0,5,0,4348,40,11,5
0,1,0,1,0,5,0,5348,41,11,5
0,1,0,1,0,5,0,4663,42,11,5
0,1,0,1,0,5,0,4348,43,11,5
0,1,0,1,0,5,0,4348,44,11,5
0,1,0,1,0,5,0,4348,45,11,5
0,1,0,1,0,5,0,4348,46,11,5
0,1,0,1,0,5,0,4348,47,11,5
0,1,0,1,0,5,0,4348,48,11,5
0,1,0,1,0,5,0,4348,49,11,5
0,2,0,1,0,1,0,17622,1,11,17
0,2,0,1,0,1,0,15942,2,11,17
0,2,0,1,0,1,0,13947,3,11,17
0,2,0,1,0,1,0,14892,4,11,17
0,2,0,1,0,1,0,10744,5,11,17
0,2,0,1,0,1,0,11269,6,11,17
0,2,0,1,0,1,0,11479,7,11,17
0,2,0,1,0,1,0,11584,8,11,17
0,2,0,1,0,1,0,13947,9,11,17
0,2,0,1,0,1,0,12057,10,11,17
0,2,0,1,0,1,0,10744,11,11,17
0,2,0,1,0,1,0,10744,12,11,17
0,2,0,1,0,1,0,10744,13,11,17
0,2,0,1,0,1,0,10849,14,11,17
0,2,0,1,0,1,0,10954,15,11,17
0,2,0,1,0,1,0,4526,16,11,17
0,2,0,1,0,1,0,4111,17,11,17
0,2,0,1,0,1,0,4111,18,11,17
0,2,0,1,0,1,0,4111,19,11,17
0,2,0,1,0,1,0,4371,20,11,17
0,2,0,1,0,1,0,4111,21,11,17
0,2,0,1,0,1,0,4371,22,11,17
0,2,0,1,0,1,0,4111,23,11,17
0,2,0,1,0,1,0,4111,24,11,17
0,2,0,1,0,1,0,4111,25,11,17
0,2,0,1,0,1,0,4111,26,11,17
0,2,0,1,0,1,0,4111,27,11,17
0,2,0,1,0,1,0,4111,28,11,17
0,2,0,1,0,1,0,4785,29,11,17
0,2,0,1,0,1,0,4111,30,11,17
0,2,0,1,0,1,0,4111,31,11,17
0,2,0,1,0,1,0,4111,32,11,17
0,2,0,1,0,1,0,4111,33,11,17
0,2,0,1,0,1,0,4371,34,11,17
0,2,0,1,0,1,0,4785,35,11,17
0,2,0,1,0,1,0,4111,36,11,17
0,2,0,1,0,1,0,4111,37,11,17
0,2,0,1,0,1,0,4111,38,11,17
0,2,0,1,0,1,0,4111,39,11,17
0,2,0,1,0,1,0,4111,40,11,17
0,2,0,1,0,1,0,4111,41,11,17
0,2,0,1,0,1,0,4111,42,11,17
0,2,0,1,0,1,0,4371,43,11,17
0,2,0,1,0,1,0,4111,44,11,17
0,2,0,1,0,1,0,4111,45,11,17
0,2,0,1,0,1,0,4111,46,11,17
0,2,0,1,0,1,0,4111,47,11,17
0,2,0,1,0,1,0,4111,48,11,17
0,2,0,1,0,1,0,4111,49,11,17
0,2,0,1,0,3,0,11205,5,11,25
0,2,0,1,0,3,0,11205,6,11,25
0,2,0,1,0,3,0,11205,7,11,25
0,2,0,1,0,3,0,12544,8,11,25
0,2,0,1,0,3,0,12544,9,11,25
0,2,0,1,0,3,0,12544,10,11,25
0,2,0,1,0,3,0,11205,11,11,25
0,2,0,1,0,3,0,11205,12,11,25
0,2,0,1,0,3,0,11205,13,11,25
0,2,0,1,0,3,0,11205,14,11,25
0,2,0,1,0,3,0,11205,15,11,25
0,2,0,1,0,3,0,8112,16,11,25
0,2,0,1,0,3,0,8322,17,11,25
0,2,0,1,0,3,0,8112,18,11,25
0,2,0,1,0,3,0,8112,19,11,25
0,2,0,1,0,3,0,8112,20,11,25
0,2,0,1,0,3,0,8112,21,11,25
0,2,0,1,0,3,0,8112,22,11,25
0,2,0,1,0,3,0,8427,23,11,25
0,2,0,1,0,3,0,8427,24,11,25
0,2,0,1,0,3,0,8112,25,11,25
0,2,0,1,0,3,0,8112,26,11,25
0,2,0,1,0,3,0,8112,27,11,25
0,2,0,1,0,3,0,8112,28,11,25
0,2,0,1,0,3,0,8112,29,11,25
0,2,0,1,0,3,0,8112,31,11,25
0,2,0,1,0,3,0,8112,32,11,25
0,2,0,1,0,3,0,8112,33,11,25
0,2,0,1,0,3,0,8112,34,11,25
